,election_year,election_round,place_(zz_=_exterior),municipality_code,municipality_name,office,party_number,party_initials,party_name,number_of_votes
61,2018,1,ZZ,11282,FRANCA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,82
62,2018,2,ZZ,98426,FINLANDIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,180
63,2018,2,ZZ,11428,MEXICO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,305
64,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,1191
65,2018,1,ZZ,11444,PARAGUAI,Presidente,19,PODE,PODEMOS,5
66,2018,1,ZZ,11100,ALEMANHA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,7
67,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
68,2018,1,ZZ,11568,URUGUAI,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
69,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3
70,2018,1,ZZ,11444,PARAGUAI,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
71,2018,2,ZZ,11800,BOLIVIA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,146
72,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,831
73,2018,2,ZZ,11380,JAPAO,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,11863
74,2018,1,ZZ,11568,URUGUAI,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,1
75,2018,1,ZZ,11568,URUGUAI,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,10
76,2018,1,ZZ,11380,JAPAO,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,114
77,2018,2,ZZ,11444,PARAGUAI,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,881
78,2018,2,ZZ,39160,ESLOVENIA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,14
79,2018,1,ZZ,11800,BOLIVIA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,1
80,2018,2,ZZ,98981,AUSTRALIA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,1351
81,2018,1,ZZ,30414,PALESTINA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,1
82,2018,2,ZZ,98442,FILIPINAS,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,38
83,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,1734
84,2018,1,ZZ,11100,ALEMANHA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,16
85,2018,1,ZZ,98906,CANADA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,8
86,2018,1,ZZ,11347,ISRAEL,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,1
87,2018,1,ZZ,29025,HONG KONG,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,5
88,2018,2,ZZ,29211,INDONESIA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,16
89,2018,2,ZZ,98345,NORUEGA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,210
90,2018,2,ZZ,11223,EQUADOR,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,245
91,2018,1,ZZ,11380,JAPAO,Presidente,27,DC,DEMOCRACIA CRISTA,18
92,2018,2,ZZ,11380,JAPAO,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,4677
93,2018,2,ZZ,29050,NOVA ZELANDIA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,179
94,2018,2,ZZ,11142,ARGENTINA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,157
95,2018,2,ZZ,98841,INGLATERRA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,5227
96,2018,1,ZZ,98841,INGLATERRA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,25
97,2018,1,ZZ,11568,URUGUAI,Presidente,27,DC,DEMOCRACIA CRISTA,1
98,2018,1,ZZ,11509,PORTUGAL,Presidente,27,DC,DEMOCRACIA CRISTA,3
99,2018,1,ZZ,11282,FRANCA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,12
100,2018,1,ZZ,29122,MARROCOS,Presidente,27,DC,DEMOCRACIA CRISTA,1
101,2018,2,ZZ,99317,ESTONIA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,12
102,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,2703
103,2018,2,ZZ,29165,KENIA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,16
104,2018,1,ZZ,11363,ITALIA,Presidente,27,DC,DEMOCRACIA CRISTA,12
105,2018,1,ZZ,11282,FRANCA,Presidente,27,DC,DEMOCRACIA CRISTA,5
106,2018,1,ZZ,11185,COLOMBIA,Presidente,30,NOVO,PARTIDO NOVO,35
107,2018,1,ZZ,11100,ALEMANHA,Presidente,30,NOVO,PARTIDO NOVO,226
108,2018,1,ZZ,98868,CUBA,Presidente,30,NOVO,PARTIDO NOVO,2
109,2018,1,ZZ,98744,SUECIA,Presidente,30,NOVO,PARTIDO NOVO,159
110,2018,1,ZZ,98728,EMIRADOS ARABES,Presidente,51,PATRI,PATRIOTA,2
111,2018,1,ZZ,11584,VENEZUELA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29
112,2018,1,ZZ,11363,ITALIA,Presidente,51,PATRI,PATRIOTA,39
113,2018,1,ZZ,98981,AUSTRALIA,Presidente,30,NOVO,PARTIDO NOVO,401
114,2018,1,ZZ,11240,ESPANHA,Presidente,30,NOVO,PARTIDO NOVO,153
115,2018,1,ZZ,29050,NOVA ZELANDIA,Presidente,51,PATRI,PATRIOTA,2
116,2018,1,ZZ,98906,CANADA,Presidente,51,PATRI,PATRIOTA,17
117,2018,1,ZZ,98469,EL SALVADOR,Presidente,51,PATRI,PATRIOTA,1
118,2018,1,ZZ,98906,CANADA,Presidente,30,NOVO,PARTIDO NOVO,362
119,2018,1,ZZ,11100,ALEMANHA,Presidente,30,NOVO,PARTIDO NOVO,392
120,2018,1,ZZ,29009,PAISES BAIXOS,Presidente,51,PATRI,PATRIOTA,16
121,2018,1,ZZ,98744,SUECIA,Presidente,18,REDE,REDE SUSTENTABILIDADE,66
122,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,18,REDE,REDE SUSTENTABILIDADE,11
123,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,18,REDE,REDE SUSTENTABILIDADE,88
124,2018,1,ZZ,98540,CHINA,Presidente,18,REDE,REDE SUSTENTABILIDADE,5
125,2018,1,ZZ,11584,VENEZUELA,Presidente,18,REDE,REDE SUSTENTABILIDADE,5
126,2018,1,ZZ,98906,CANADA,Presidente,30,NOVO,PARTIDO NOVO,735
127,2018,1,ZZ,11223,EQUADOR,Presidente,30,NOVO,PARTIDO NOVO,10
128,2018,1,ZZ,11142,ARGENTINA,Presidente,51,PATRI,PATRIOTA,2
129,2018,1,ZZ,98108,TURQUIA,Presidente,51,PATRI,PATRIOTA,1
130,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,51,PATRI,PATRIOTA,15
131,2018,1,ZZ,98906,CANADA,Presidente,51,PATRI,PATRIOTA,8
132,2018,1,ZZ,98280,REPUBLICA DOMINICANA,Presidente,30,NOVO,PARTIDO NOVO,10
133,2018,1,ZZ,98825,INDIA,Presidente,30,NOVO,PARTIDO NOVO,1
134,2018,1,ZZ,98838,NICARAGUA,Presidente,30,NOVO,PARTIDO NOVO,3
135,2018,1,ZZ,98787,AFRICA DO SUL,Presidente,51,PATRI,PATRIOTA,3
136,2018,1,ZZ,29246,HAITI,Presidente,18,REDE,REDE SUSTENTABILIDADE,4
137,2018,1,ZZ,30414,PALESTINA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,7
138,2018,1,ZZ,29238,HUNGRIA,Presidente,18,REDE,REDE SUSTENTABILIDADE,2
139,2018,1,ZZ,98248,SENEGAL,Presidente,18,REDE,REDE SUSTENTABILIDADE,1
140,2018,1,ZZ,29653,CATAR,Presidente,30,NOVO,PARTIDO NOVO,21
141,2018,1,ZZ,98981,AUSTRALIA,Presidente,18,REDE,REDE SUSTENTABILIDADE,70
142,2018,1,ZZ,98906,CANADA,Presidente,18,REDE,REDE SUSTENTABILIDADE,34
143,2018,1,ZZ,29203,IRA,Presidente,18,REDE,REDE SUSTENTABILIDADE,1
144,2018,1,ZZ,11363,ITALIA,Presidente,18,REDE,REDE SUSTENTABILIDADE,109
145,2018,1,ZZ,29009,PAISES BAIXOS,Presidente,18,REDE,REDE SUSTENTABILIDADE,115
146,2018,1,ZZ,11800,BOLIVIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27
147,2018,1,ZZ,11800,BOLIVIA,Presidente,19,PODE,PODEMOS,6
148,2018,1,ZZ,11460,PERU,Presidente,19,PODE,PODEMOS,2
149,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,19,PODE,PODEMOS,24
150,2018,1,ZZ,98922,BELGICA,Presidente,19,PODE,PODEMOS,17
151,2018,1,ZZ,11380,JAPAO,Presidente,19,PODE,PODEMOS,579
152,2018,1,ZZ,29068,NAMIBIA,Presidente,18,REDE,REDE SUSTENTABILIDADE,1
153,2018,1,ZZ,11142,ARGENTINA,Presidente,18,REDE,REDE SUSTENTABILIDADE,12
154,2018,1,ZZ,98108,TURQUIA,Presidente,18,REDE,REDE SUSTENTABILIDADE,1
155,2018,1,ZZ,98965,ANGOLA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,5
156,2018,1,ZZ,11800,BOLIVIA,Presidente,19,PODE,PODEMOS,1
157,2018,1,ZZ,98787,AFRICA DO SUL,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,6
158,2018,1,ZZ,98086,EGITO,Presidente,19,PODE,PODEMOS,4
159,2018,1,ZZ,29165,KENIA,Presidente,18,REDE,REDE SUSTENTABILIDADE,2
160,2018,1,ZZ,29653,CATAR,Presidente,18,REDE,REDE SUSTENTABILIDADE,5
161,2018,1,ZZ,11568,URUGUAI,Presidente,13,PT,PARTIDO DOS TRABALHADORES,50
162,2018,1,ZZ,98205,TAILANDIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,11
163,2018,1,ZZ,11460,PERU,Presidente,13,PT,PARTIDO DOS TRABALHADORES,41
164,2018,1,ZZ,39102,OMA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,1
165,2018,1,ZZ,98647,ROMENIA,Presidente,19,PODE,PODEMOS,1
166,2018,1,ZZ,98906,CANADA,Presidente,19,PODE,PODEMOS,19
167,2018,1,ZZ,29116,MOCAMBIQUE,Presidente,19,PODE,PODEMOS,4
168,2018,1,ZZ,29645,TIMOR-LESTE,Presidente,13,PT,PARTIDO DOS TRABALHADORES,2
169,2018,1,ZZ,29050,NOVA ZELANDIA,Presidente,19,PODE,PODEMOS,4
170,2018,1,ZZ,29203,IRA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,1
171,2018,1,ZZ,11444,PARAGUAI,Presidente,13,PT,PARTIDO DOS TRABALHADORES,16
172,2018,1,ZZ,11347,ISRAEL,Presidente,13,PT,PARTIDO DOS TRABALHADORES,36
173,2018,1,ZZ,98965,ANGOLA,Presidente,19,PODE,PODEMOS,2
174,2018,1,ZZ,29068,NAMIBIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,3
175,2018,1,ZZ,98469,EL SALVADOR,Presidente,13,PT,PARTIDO DOS TRABALHADORES,11
176,2018,1,ZZ,29033,IRLANDA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,87
177,2018,1,ZZ,11380,JAPAO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,94
178,2018,1,ZZ,98108,TURQUIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,2
179,2018,1,ZZ,39020,CROACIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,1
180,2018,1,ZZ,29165,KENIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,11
181,2018,2,ZZ,98540,CHINA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,29
182,2018,2,ZZ,39102,OMA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,4
183,2018,2,ZZ,11320,GUIANA FRANCESA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,551
184,2018,2,ZZ,39322,CHIPRE,Presidente,13,PT,PARTIDO DOS TRABALHADORES,9
185,2018,2,ZZ,98787,AFRICA DO SUL,Presidente,13,PT,PARTIDO DOS TRABALHADORES,50
186,2018,2,ZZ,29076,HONDURAS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,26
187,2018,1,ZZ,11100,ALEMANHA,Presidente,54,PPL,PARTIDO PATRIA LIVRE,4
188,2018,1,ZZ,11568,URUGUAI,Presidente,54,PPL,PARTIDO PATRIA LIVRE,2
189,2018,1,ZZ,11380,JAPAO,Presidente,54,PPL,PARTIDO PATRIA LIVRE,21
190,2018,1,ZZ,11320,GUIANA FRANCESA,Presidente,54,PPL,PARTIDO PATRIA LIVRE,3
191,2018,2,ZZ,29122,MARROCOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,16
192,2018,2,ZZ,30414,PALESTINA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,467
193,2018,2,ZZ,11240,ESPANHA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,939
194,2018,1,ZZ,11800,BOLIVIA,Presidente,30,NOVO,PARTIDO NOVO,6
195,2018,1,ZZ,98540,CHINA,Presidente,30,NOVO,PARTIDO NOVO,2
196,2018,1,ZZ,29157,KUWAIT,Presidente,30,NOVO,PARTIDO NOVO,2
197,2018,2,ZZ,98345,NORUEGA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,249
198,2018,2,ZZ,99287,ZAMBIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,2
199,2018,2,ZZ,29068,NAMIBIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,7
200,2018,2,ZZ,11509,PORTUGAL,Presidente,13,PT,PARTIDO DOS TRABALHADORES,227
201,2018,2,ZZ,11444,PARAGUAI,Presidente,13,PT,PARTIDO DOS TRABALHADORES,193
202,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,528
203,2018,1,ZZ,29076,HONDURAS,Presidente,30,NOVO,PARTIDO NOVO,2
204,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,54,PPL,PARTIDO PATRIA LIVRE,2
205,2018,1,ZZ,98540,CHINA,Presidente,30,NOVO,PARTIDO NOVO,4
206,2018,1,ZZ,11509,PORTUGAL,Presidente,54,PPL,PARTIDO PATRIA LIVRE,3
207,2018,1,ZZ,30414,PALESTINA,Presidente,30,NOVO,PARTIDO NOVO,7
208,2018,2,ZZ,98140,TRINIDAD TOBAGO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,4
209,2018,2,ZZ,98000,GUATEMALA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,20
210,2018,1,ZZ,11428,MEXICO,Presidente,54,PPL,PARTIDO PATRIA LIVRE,2
211,2018,1,ZZ,29025,HONG KONG,Presidente,30,NOVO,PARTIDO NOVO,18
212,2018,1,ZZ,29211,INDONESIA,Presidente,30,NOVO,PARTIDO NOVO,2
213,2018,1,ZZ,98469,EL SALVADOR,Presidente,30,NOVO,PARTIDO NOVO,4
214,2018,1,ZZ,30350,REPUBLICA CHECA,Presidente,30,NOVO,PARTIDO NOVO,18
215,2018,1,ZZ,11827,GRECIA,Presidente,30,NOVO,PARTIDO NOVO,22
216,2018,1,ZZ,11444,PARAGUAI,Presidente,30,NOVO,PARTIDO NOVO,11
217,2018,1,ZZ,11100,ALEMANHA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,16
218,2018,1,ZZ,11525,SUICA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,14
219,2018,1,ZZ,11584,VENEZUELA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,2
220,2018,1,ZZ,98426,FINLANDIA,Presidente,30,NOVO,PARTIDO NOVO,44
221,2018,1,ZZ,98965,ANGOLA,Presidente,30,NOVO,PARTIDO NOVO,4
222,2018,1,ZZ,98906,CANADA,Presidente,30,NOVO,PARTIDO NOVO,541
223,2018,1,ZZ,98787,AFRICA DO SUL,Presidente,30,NOVO,PARTIDO NOVO,18
224,2018,1,ZZ,11428,MEXICO,Presidente,30,NOVO,PARTIDO NOVO,101
225,2018,1,ZZ,11363,ITALIA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,28
226,2018,1,ZZ,11827,GRECIA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,6
227,2018,1,ZZ,11800,BOLIVIA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,2
228,2018,1,ZZ,11223,EQUADOR,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,2
229,2018,1,ZZ,98280,REPUBLICA DOMINICANA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,2
230,2018,1,ZZ,29033,IRLANDA,Presidente,15,MDB,MOVIMENTO DEMOCRATICO BRASILEIRO,2
231,2018,1,ZZ,98540,CHINA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
232,2018,1,ZZ,98205,TAILANDIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
233,2018,1,ZZ,11460,PERU,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,4
234,2018,1,ZZ,98540,CHINA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
235,2018,1,ZZ,11525,SUICA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,33
236,2018,1,ZZ,98426,FINLANDIA,Presidente,27,DC,DEMOCRACIA CRISTA,1
237,2018,1,ZZ,11444,PARAGUAI,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2
238,2018,1,ZZ,98124,TUNISIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,2
239,2018,1,ZZ,29157,KUWAIT,Presidente,13,PT,PARTIDO DOS TRABALHADORES,11
240,2018,1,ZZ,11320,GUIANA FRANCESA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,356
241,2018,1,ZZ,11568,URUGUAI,Presidente,13,PT,PARTIDO DOS TRABALHADORES,227
242,2018,1,ZZ,98540,CHINA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
243,2018,1,ZZ,11363,ITALIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,23
244,2018,1,ZZ,11363,ITALIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,786
245,2018,1,ZZ,29378,SERVIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,5
246,2018,1,ZZ,98507,COSTA RICA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,31
247,2018,1,ZZ,11363,ITALIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,663
248,2018,1,ZZ,29050,NOVA ZELANDIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3
249,2018,1,ZZ,98442,FILIPINAS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,7
250,2018,1,ZZ,98906,CANADA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,68
251,2018,1,ZZ,11169,CHILE,Presidente,13,PT,PARTIDO DOS TRABALHADORES,146
252,2018,1,ZZ,98760,RUSSIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,4
253,2018,1,ZZ,11380,JAPAO,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,16
254,2018,1,ZZ,98043,GANA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
255,2018,1,ZZ,29009,PAISES BAIXOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,313
256,2018,1,ZZ,11800,BOLIVIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,80
257,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,755
258,2018,1,ZZ,11827,GRECIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,31
259,2018,2,ZZ,98205,TAILANDIA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,53
260,2018,2,ZZ,98540,CHINA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,151
261,2018,2,ZZ,11320,GUIANA FRANCESA,Presidente,17,PSL,PARTIDO SOCIAL LIBERAL,950
