,election_year,election_round,place_(zz_=_exterior),municipality_code,municipality_name,office,party_initials,party_number,party_name,number_of_votes
20,2006,2,ZZ,98965,ANGOLA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,268
21,2006,1,ZZ,98965,ANGOLA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,13
22,2006,1,ZZ,98965,ANGOLA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,11
23,2006,1,ZZ,98965,ANGOLA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,3
24,2006,1,ZZ,98965,ANGOLA,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,1
25,2006,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,12
26,2006,2,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,16
27,2006,2,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,64
28,2006,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,52
29,2006,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,2
30,2006,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,1
31,2006,2,ZZ,11142,ARGENTINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2172
32,2006,1,ZZ,11142,ARGENTINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1996
33,2006,2,ZZ,11142,ARGENTINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1872
34,2006,1,ZZ,11142,ARGENTINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1536
35,2006,1,ZZ,11142,ARGENTINA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,83
36,2006,1,ZZ,11142,ARGENTINA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,51
37,2006,1,ZZ,11142,ARGENTINA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,18
38,2006,1,ZZ,11142,ARGENTINA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,3
39,2006,1,ZZ,11142,ARGENTINA,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,1
40,2006,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,408
41,2006,2,ZZ,98981,AUSTRALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,464
42,2006,2,ZZ,98981,AUSTRALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,724
43,2006,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,484
44,2006,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,39
45,2006,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,21
46,2006,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,6
47,2006,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
48,2006,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,4
49,2006,2,ZZ,98949,AUSTRIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,512
50,2006,1,ZZ,98949,AUSTRIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,424
51,2006,2,ZZ,98949,AUSTRIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,596
52,2006,1,ZZ,98949,AUSTRIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,456
53,2006,1,ZZ,98949,AUSTRIA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,27
54,2006,1,ZZ,98949,AUSTRIA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,28
55,2006,1,ZZ,98949,AUSTRIA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,4
56,2006,1,ZZ,98949,AUSTRIA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
57,2006,2,ZZ,98922,BELGICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1076
58,2006,1,ZZ,98922,BELGICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1032
59,2006,2,ZZ,98922,BELGICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,644
60,2006,1,ZZ,98922,BELGICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,536
61,2006,1,ZZ,98922,BELGICA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,30
62,2006,1,ZZ,98922,BELGICA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,24
63,2006,1,ZZ,98922,BELGICA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,12
64,2006,1,ZZ,98922,BELGICA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,3
65,2006,1,ZZ,98922,BELGICA,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,2
66,2006,2,ZZ,11800,BOLIVIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,952
67,2006,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,824
68,2006,2,ZZ,11800,BOLIVIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1460
69,2006,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1392
70,2006,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,40
71,2006,1,ZZ,11800,BOLIVIA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,17
72,2006,1,ZZ,11800,BOLIVIA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,12
73,2006,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,2
74,2006,1,ZZ,98604,CABO VERDE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,104
75,2006,2,ZZ,98604,CABO VERDE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,144
76,2006,2,ZZ,98604,CABO VERDE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,32
77,2006,1,ZZ,98604,CABO VERDE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,36
78,2006,1,ZZ,98604,CABO VERDE,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,6
79,2006,1,ZZ,98604,CABO VERDE,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,3
80,2006,2,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2272
81,2006,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1876
82,2006,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3124
83,2006,2,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3692
84,2006,1,ZZ,98906,CANADA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,119
85,2006,1,ZZ,98906,CANADA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,109
86,2006,1,ZZ,98906,CANADA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,12
87,2006,1,ZZ,98906,CANADA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,4
88,2006,1,ZZ,98906,CANADA,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,6
89,2006,2,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,56
90,2006,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,52
91,2006,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,52
92,2006,2,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,88
93,2006,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,4
94,2006,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,3
95,2006,1,ZZ,11169,CHILE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,836
96,2006,2,ZZ,11169,CHILE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,944
97,2006,2,ZZ,11169,CHILE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1640
98,2006,1,ZZ,11169,CHILE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1472
99,2006,1,ZZ,11169,CHILE,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,40
100,2006,1,ZZ,11169,CHILE,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,26
101,2006,1,ZZ,11169,CHILE,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,14
102,2006,1,ZZ,11169,CHILE,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
103,2006,1,ZZ,11169,CHILE,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,4
104,2006,2,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,48
105,2006,1,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,32
106,2006,1,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,80
107,2006,2,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,184
108,2006,1,ZZ,98540,CHINA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,4
109,2006,1,ZZ,98540,CHINA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,3
110,2006,1,ZZ,98523,CINGAPURA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,84
111,2006,2,ZZ,98523,CINGAPURA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,88
112,2006,1,ZZ,98523,CINGAPURA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,300
113,2006,2,ZZ,98523,CINGAPURA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,276
114,2006,1,ZZ,98523,CINGAPURA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,1
115,2006,1,ZZ,98523,CINGAPURA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,3
116,2006,1,ZZ,98523,CINGAPURA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,2
117,2006,1,ZZ,98523,CINGAPURA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
118,2006,1,ZZ,11185,COLOMBIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,172
119,2006,2,ZZ,11185,COLOMBIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,176
120,2006,2,ZZ,11185,COLOMBIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,436
121,2006,1,ZZ,11185,COLOMBIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,396
122,2006,1,ZZ,11185,COLOMBIA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,7
123,2006,1,ZZ,11185,COLOMBIA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,7
124,2006,1,ZZ,11185,COLOMBIA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,1
125,2006,1,ZZ,11185,COLOMBIA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
126,2006,1,ZZ,11207,COREIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,56
127,2006,2,ZZ,11207,COREIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,56
128,2006,2,ZZ,11207,COREIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,84
129,2006,1,ZZ,11207,COREIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,52
130,2006,1,ZZ,11207,COREIA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,6
131,2006,1,ZZ,11207,COREIA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,1
132,2006,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,84
133,2006,2,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,80
134,2006,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,8
135,2006,2,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,16
136,2006,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,1
137,2006,1,ZZ,98507,COSTA RICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,128
138,2006,2,ZZ,98507,COSTA RICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,260
139,2006,2,ZZ,98507,COSTA RICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,144
140,2006,1,ZZ,98507,COSTA RICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,240
141,2006,1,ZZ,98507,COSTA RICA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,5
142,2006,1,ZZ,98507,COSTA RICA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,3
143,2006,1,ZZ,98507,COSTA RICA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,2
144,2006,1,ZZ,98868,CUBA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,908
145,2006,2,ZZ,98868,CUBA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,984
146,2006,2,ZZ,98868,CUBA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,48
147,2006,1,ZZ,98868,CUBA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,40
148,2006,1,ZZ,98868,CUBA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,12
149,2006,1,ZZ,98868,CUBA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,6
150,2006,1,ZZ,98485,DINAMARCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,500
151,2006,2,ZZ,98485,DINAMARCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,536
152,2006,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,348
153,2006,2,ZZ,98485,DINAMARCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,408
154,2006,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,33
155,2006,1,ZZ,98485,DINAMARCA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,16
156,2006,1,ZZ,98485,DINAMARCA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,7
157,2006,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
158,2006,1,ZZ,98086,EGITO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,140
159,2006,2,ZZ,98086,EGITO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,160
160,2006,1,ZZ,98086,EGITO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,92
161,2006,2,ZZ,98086,EGITO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,100
162,2006,1,ZZ,98086,EGITO,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,3
163,2006,1,ZZ,98086,EGITO,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,9
164,2006,1,ZZ,98086,EGITO,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,4
165,2006,2,ZZ,98469,EL SALVADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,232
166,2006,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,216
167,2006,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,160
168,2006,2,ZZ,98469,EL SALVADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,196
169,2006,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,4
170,2006,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,8
171,2006,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,2
172,2006,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
173,2006,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,1
174,2006,2,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,8
175,2006,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,12
176,2006,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,16
177,2006,2,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,12
178,2006,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,1
179,2006,1,ZZ,11223,EQUADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,156
180,2006,2,ZZ,11223,EQUADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,208
181,2006,1,ZZ,11223,EQUADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,356
182,2006,2,ZZ,11223,EQUADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,340
183,2006,1,ZZ,11223,EQUADOR,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,11
184,2006,1,ZZ,11223,EQUADOR,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,6
185,2006,1,ZZ,11223,EQUADOR,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,1
186,2006,1,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1344
187,2006,2,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1608
188,2006,1,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,956
189,2006,2,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1216
190,2006,1,ZZ,11240,ESPANHA,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,56
191,2006,1,ZZ,11240,ESPANHA,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,45
192,2006,1,ZZ,11240,ESPANHA,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,7
193,2006,1,ZZ,11240,ESPANHA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
194,2006,1,ZZ,11240,ESPANHA,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,1
195,2006,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,15296
196,2006,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,18808
197,2006,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,33508
198,2006,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28080
199,2006,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,1371
200,2006,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PDT,12,PARTIDO DEMOCRATICO TRABALHISTA,685
201,2006,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,173
202,2006,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,27
203,2006,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSL,17,PARTIDO SOCIAL LIBERAL,37
204,2006,2,ZZ,98442,FILIPINAS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,104
205,2006,1,ZZ,98442,FILIPINAS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,84
206,2006,1,ZZ,98442,FILIPINAS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,36
207,2006,2,ZZ,98442,FILIPINAS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,24
208,2006,1,ZZ,98442,FILIPINAS,PRESIDENTE,PSOL,50,PARTIDO SOCIALISMO E LIBERDADE,3
209,2006,1,ZZ,98442,FILIPINAS,PRESIDENTE,PRP,44,PARTIDO REPUBLICANO PROGRESSISTA,1
210,2006,1,ZZ,98426,FINLANDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,132
211,2006,2,ZZ,98426,FINLANDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,140
212,2006,2,ZZ,98426,FINLANDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,180
213,2006,1,ZZ,98426,FINLANDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,128
