,election_year,election_round,place_(zz_=_exterior),municipality_code,municipality_name,office,party_initials,party_number,party_name,number_of_votes
32,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
33,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,24
34,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,81
35,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,187
36,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
37,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
38,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
39,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
40,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PV,43,PARTIDO VERDE,3
41,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,2
42,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,9
43,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,95
44,1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,80
45,1998,1,ZZ,98965,ANGOLA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,2
46,1998,1,ZZ,98965,ANGOLA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,12
47,1998,1,ZZ,98965,ANGOLA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26
48,1998,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
49,1998,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2
50,1998,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,13
51,1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
52,1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTAO,1
53,1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PV,43,PARTIDO VERDE,1
54,1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,4
55,1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
56,1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,19
57,1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,87
58,1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,308
59,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
60,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,6
61,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28
62,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTAO,1
63,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
64,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,2
65,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
66,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,29
67,1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,36
68,1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
69,1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PV,43,PARTIDO VERDE,1
70,1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,2
71,1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
72,1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,27
73,1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,55
74,1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,104
75,1998,1,ZZ,98922,BELGICA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
76,1998,1,ZZ,98922,BELGICA,PRESIDENTE,PV,43,PARTIDO VERDE,1
77,1998,1,ZZ,98922,BELGICA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,4
78,1998,1,ZZ,98922,BELGICA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
79,1998,1,ZZ,98922,BELGICA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,9
80,1998,1,ZZ,98922,BELGICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,92
81,1998,1,ZZ,98922,BELGICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,149
82,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
83,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,16
84,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,34
85,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,63
86,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,282
87,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
88,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
89,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,2
90,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,25
91,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,3
92,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,52
93,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,94
94,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,303
95,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
96,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
97,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,11
98,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,19
99,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,70
100,1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,135
101,1998,1,ZZ,98604,CABO VERDE,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
102,1998,1,ZZ,98604,CABO VERDE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,4
103,1998,1,ZZ,98604,CABO VERDE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,16
104,1998,1,ZZ,98906,CANADA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
105,1998,1,ZZ,98906,CANADA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
106,1998,1,ZZ,98906,CANADA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTAO,1
107,1998,1,ZZ,98906,CANADA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
108,1998,1,ZZ,98906,CANADA,PRESIDENTE,PV,43,PARTIDO VERDE,2
109,1998,1,ZZ,98906,CANADA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,3
110,1998,1,ZZ,98906,CANADA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
111,1998,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,15
112,1998,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,117
113,1998,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,220
114,1998,1,ZZ,98906,CANADA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
115,1998,1,ZZ,98906,CANADA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,2
116,1998,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,10
117,1998,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,54
118,1998,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,86
119,1998,1,ZZ,98906,CANADA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,3
120,1998,1,ZZ,98906,CANADA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTAO,1
121,1998,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
122,1998,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,25
123,1998,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,48
124,1998,1,ZZ,98906,CANADA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
125,1998,1,ZZ,98906,CANADA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
126,1998,1,ZZ,98906,CANADA,PRESIDENTE,PV,43,PARTIDO VERDE,2
127,1998,1,ZZ,98906,CANADA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,4
128,1998,1,ZZ,98906,CANADA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
129,1998,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,23
130,1998,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,49
131,1998,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,231
132,1998,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
133,1998,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,1
134,1998,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2
135,1998,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,17
136,1998,1,ZZ,11169,CHILE,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
137,1998,1,ZZ,11169,CHILE,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTAO,1
138,1998,1,ZZ,11169,CHILE,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
139,1998,1,ZZ,11169,CHILE,PRESIDENTE,PV,43,PARTIDO VERDE,2
140,1998,1,ZZ,11169,CHILE,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,3
141,1998,1,ZZ,11169,CHILE,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
142,1998,1,ZZ,11169,CHILE,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
143,1998,1,ZZ,11169,CHILE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,57
144,1998,1,ZZ,11169,CHILE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,278
145,1998,1,ZZ,98540,CHINA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
146,1998,1,ZZ,98540,CHINA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
147,1998,1,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,16
148,1998,1,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25
149,1998,1,ZZ,98523,CINGAPURA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
150,1998,1,ZZ,98523,CINGAPURA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
151,1998,1,ZZ,98523,CINGAPURA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,19
152,1998,1,ZZ,98523,CINGAPURA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,68
153,1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
154,1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,2
155,1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,14
156,1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,18
157,1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,122
158,1998,1,ZZ,11207,COREIA,PRESIDENTE,PV,43,PARTIDO VERDE,1
159,1998,1,ZZ,11207,COREIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
160,1998,1,ZZ,11207,COREIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2
161,1998,1,ZZ,11207,COREIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,16
162,1998,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,4
163,1998,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
164,1998,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,14
165,1998,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,33
166,1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
167,1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,3
168,1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
169,1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,11
170,1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,52
171,1998,1,ZZ,98868,CUBA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
172,1998,1,ZZ,98868,CUBA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,17
173,1998,1,ZZ,98868,CUBA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,24
174,1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
175,1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
176,1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PV,43,PARTIDO VERDE,1
177,1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,1
178,1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,8
179,1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,22
180,1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,55
181,1998,1,ZZ,98086,EGITO,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
182,1998,1,ZZ,98086,EGITO,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,1
183,1998,1,ZZ,98086,EGITO,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,5
184,1998,1,ZZ,98086,EGITO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,9
185,1998,1,ZZ,98086,EGITO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23
186,1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
187,1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
188,1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,5
189,1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
190,1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,32
191,1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,68
192,1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTAO,1
193,1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL,3
194,1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
195,1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,7
196,1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,18
197,1998,1,ZZ,11223,EQUADOR,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTAO,1
198,1998,1,ZZ,11223,EQUADOR,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
199,1998,1,ZZ,11223,EQUADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,11
200,1998,1,ZZ,11223,EQUADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,90
201,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
202,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PV,43,PARTIDO VERDE,1
203,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
204,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,54
205,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,140
206,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
207,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PV,43,PARTIDO VERDE,1
208,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,18
209,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,60
210,1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,52
211,1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PV,43,PARTIDO VERDE,1
212,1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
213,1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
214,1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
215,1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,43
216,1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
217,1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
218,1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZACAO NACIONAL,1
