Election Year,Election Round,Place (ZZ = Exterior),Municipality Code,Municipality Name,Office,Party Initials,Party Number,Party Name,Number of Votes
2002,1,ZZ,98604,CABO VERDE,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
2002,2,ZZ,98604,CABO VERDE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9
2002,1,ZZ,98604,CABO VERDE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,5
2002,2,ZZ,98604,CABO VERDE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
2002,1,ZZ,98604,CABO VERDE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,12
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,13
2002,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,35
2002,2,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,181
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,181
2002,2,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,292
2002,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,259
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,98906,CANADA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,2
2002,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
2002,2,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,43
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,42
2002,2,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,99
2002,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,91
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,98906,CANADA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,22
2002,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,57
2002,2,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,173
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,149
2002,2,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,289
2002,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,253
2002,1,ZZ,98906,CANADA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4
2002,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
2002,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,6
2002,2,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,6
2002,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,14
2002,2,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,14
2002,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,11169,CHILE,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,32
2002,1,ZZ,11169,CHILE,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,81
2002,1,ZZ,11169,CHILE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,309
2002,2,ZZ,11169,CHILE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,364
2002,2,ZZ,11169,CHILE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,377
2002,1,ZZ,11169,CHILE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,323
2002,1,ZZ,11169,CHILE,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,9
2002,1,ZZ,11169,CHILE,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,98540,CHINA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,5
2002,1,ZZ,98540,CHINA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
2002,1,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,19
2002,2,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26
2002,1,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
2002,2,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
2002,2,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,14
2002,1,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9
2002,1,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,10
2002,2,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,15
2002,1,ZZ,98540,CHINA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,1
2002,1,ZZ,98540,CHINA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
2002,2,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,24
2002,1,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,19
2002,1,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,15
2002,2,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,22
2002,1,ZZ,98523,CINGAPURA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,1
2002,1,ZZ,98523,CINGAPURA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
2002,2,ZZ,98523,CINGAPURA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,38
2002,1,ZZ,98523,CINGAPURA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,34
2002,1,ZZ,98523,CINGAPURA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,25
2002,2,ZZ,98523,CINGAPURA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,22
2002,1,ZZ,98523,CINGAPURA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,11185,COLOMBIA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,13
2002,1,ZZ,11185,COLOMBIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,15
2002,2,ZZ,11185,COLOMBIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,46
2002,1,ZZ,11185,COLOMBIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,44
2002,2,ZZ,11185,COLOMBIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,82
2002,1,ZZ,11185,COLOMBIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,56
2002,1,ZZ,11207,COREIA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,4
2002,1,ZZ,11207,COREIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,5
2002,2,ZZ,11207,COREIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,15
2002,1,ZZ,11207,COREIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,14
2002,2,ZZ,11207,COREIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,25
2002,1,ZZ,11207,COREIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
2002,1,ZZ,11207,COREIA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,3
2002,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,20
2002,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
2002,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2
2002,2,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,20
2002,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,16
2002,2,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,15
2002,1,ZZ,98507,COSTA RICA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,5
2002,1,ZZ,98507,COSTA RICA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,5
2002,1,ZZ,98507,COSTA RICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,77
2002,2,ZZ,98507,COSTA RICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,73
2002,1,ZZ,98507,COSTA RICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,46
2002,2,ZZ,98507,COSTA RICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,47
2002,1,ZZ,98507,COSTA RICA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
2002,1,ZZ,98868,CUBA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,2
2002,1,ZZ,98868,CUBA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,14
2002,1,ZZ,98868,CUBA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,18
2002,2,ZZ,98868,CUBA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,18
2002,2,ZZ,98868,CUBA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,184
2002,1,ZZ,98868,CUBA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,166
2002,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,3
2002,1,ZZ,98485,DINAMARCA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,14
2002,2,ZZ,98485,DINAMARCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,48
2002,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,37
2002,2,ZZ,98485,DINAMARCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,97
2002,1,ZZ,98485,DINAMARCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,81
2002,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,98086,EGITO,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,15
2002,1,ZZ,98086,EGITO,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,5
2002,2,ZZ,98086,EGITO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,34
2002,1,ZZ,98086,EGITO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,20
2002,1,ZZ,98086,EGITO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
2002,2,ZZ,98086,EGITO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,25
