Election Year,Election Round,Place (ZZ = Exterior),Municipality Code,Municipality Name,Office,Party Initials,Party Number,Party Name,Number of Votes
1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PV,43,PARTIDO VERDE,3
1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,9
1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,95
1998,1,ZZ,11100,ALEMANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,80
1998,1,ZZ,98965,ANGOLA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,98965,ANGOLA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,12
1998,1,ZZ,98965,ANGOLA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26
1998,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2
1998,1,ZZ,11126,ARABIA SAUDITA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,13
1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,4
1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,19
1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,87
1998,1,ZZ,11142,ARGENTINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,308
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,6
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,29
1998,1,ZZ,98981,AUSTRALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,36
1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,27
1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,55
1998,1,ZZ,98949,AUSTRIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,104
1998,1,ZZ,98922,BELGICA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,98922,BELGICA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,98922,BELGICA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,4
1998,1,ZZ,98922,BELGICA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,98922,BELGICA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,9
1998,1,ZZ,98922,BELGICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,92
1998,1,ZZ,98922,BELGICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,149
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,16
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,34
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,63
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,282
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,2
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,2
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,25
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,3
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,52
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,94
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,303
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,11
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,19
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,70
1998,1,ZZ,11800,BOLIVIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,135
1998,1,ZZ,98604,CABO VERDE,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,98604,CABO VERDE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,4
1998,1,ZZ,98604,CABO VERDE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,16
1998,1,ZZ,98906,CANADA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,98906,CANADA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,98906,CANADA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,98906,CANADA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,98906,CANADA,PRESIDENTE,PV,43,PARTIDO VERDE,2
1998,1,ZZ,98906,CANADA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,3
1998,1,ZZ,98906,CANADA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,15
1998,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,117
1998,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,220
1998,1,ZZ,98906,CANADA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,98906,CANADA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,10
1998,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,54
1998,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,86
1998,1,ZZ,98906,CANADA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,3
1998,1,ZZ,98906,CANADA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
1998,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,25
1998,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,48
1998,1,ZZ,98906,CANADA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,98906,CANADA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,98906,CANADA,PRESIDENTE,PV,43,PARTIDO VERDE,2
1998,1,ZZ,98906,CANADA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,4
1998,1,ZZ,98906,CANADA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,98906,CANADA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,23
1998,1,ZZ,98906,CANADA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,49
1998,1,ZZ,98906,CANADA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,231
1998,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2
1998,1,ZZ,98566,CHECOSLOVAQUIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,17
1998,1,ZZ,11169,CHILE,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11169,CHILE,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11169,CHILE,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,1
1998,1,ZZ,11169,CHILE,PRESIDENTE,PV,43,PARTIDO VERDE,2
1998,1,ZZ,11169,CHILE,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,3
1998,1,ZZ,11169,CHILE,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,11169,CHILE,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
1998,1,ZZ,11169,CHILE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,57
1998,1,ZZ,11169,CHILE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,278
1998,1,ZZ,98540,CHINA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,98540,CHINA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
1998,1,ZZ,98540,CHINA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,16
1998,1,ZZ,98540,CHINA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25
1998,1,ZZ,98523,CINGAPURA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,98523,CINGAPURA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
1998,1,ZZ,98523,CINGAPURA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,19
1998,1,ZZ,98523,CINGAPURA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,68
1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,14
1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,18
1998,1,ZZ,11185,COLOMBIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,122
1998,1,ZZ,11207,COREIA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11207,COREIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,11207,COREIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2
1998,1,ZZ,11207,COREIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,16
1998,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,4
1998,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
1998,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,14
1998,1,ZZ,98582,COSTA DO MARFIM,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,33
1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,3
1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,11
1998,1,ZZ,98507,COSTA RICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,52
1998,1,ZZ,98868,CUBA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
1998,1,ZZ,98868,CUBA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,17
1998,1,ZZ,98868,CUBA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,24
1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,8
1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,22
1998,1,ZZ,98485,DINAMARCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,55
1998,1,ZZ,98086,EGITO,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,98086,EGITO,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,98086,EGITO,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,5
1998,1,ZZ,98086,EGITO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,9
1998,1,ZZ,98086,EGITO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23
1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,5
1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,32
1998,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,68
1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,3
1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,7
1998,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,18
1998,1,ZZ,11223,EQUADOR,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11223,EQUADOR,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
1998,1,ZZ,11223,EQUADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,11
1998,1,ZZ,11223,EQUADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,90
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,54
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,140
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,18
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,60
1998,1,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,52
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,43
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PV,43,PARTIDO VERDE,3
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,11
