,election_year,election_round,place_(zz_=_exterior),municipality_code,municipality_name,office,party_number,party_initials,party_name,number_of_votes
68,2018,1,ZZ,11568,URUGUAI,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,2
69,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,3
70,2018,1,ZZ,11444,PARAGUAI,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,1
71,2018,2,ZZ,11800,BOLIVIA,Presidente,17,PSL,Partido Social Liberal,146
72,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,17,PSL,Partido Social Liberal,831
73,2018,2,ZZ,11380,JAPAO,Presidente,17,PSL,Partido Social Liberal,11863
74,2018,1,ZZ,11568,URUGUAI,Presidente,15,MDB,Movimento Democratico Brasileiro,1
75,2018,1,ZZ,11568,URUGUAI,Presidente,15,MDB,Movimento Democratico Brasileiro,10
76,2018,1,ZZ,11380,JAPAO,Presidente,15,MDB,Movimento Democratico Brasileiro,114
77,2018,2,ZZ,11444,PARAGUAI,Presidente,17,PSL,Partido Social Liberal,881
78,2018,2,ZZ,39160,ESLOVENIA,Presidente,17,PSL,Partido Social Liberal,14
79,2018,1,ZZ,11800,BOLIVIA,Presidente,15,MDB,Movimento Democratico Brasileiro,1
80,2018,2,ZZ,98981,AUSTRALIA,Presidente,17,PSL,Partido Social Liberal,1351
81,2018,1,ZZ,30414,PALESTINA,Presidente,15,MDB,Movimento Democratico Brasileiro,1
82,2018,2,ZZ,98442,FILIPINAS,Presidente,17,PSL,Partido Social Liberal,38
83,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,17,PSL,Partido Social Liberal,1734
84,2018,1,ZZ,11100,ALEMANHA,Presidente,15,MDB,Movimento Democratico Brasileiro,16
85,2018,1,ZZ,98906,CANADA,Presidente,15,MDB,Movimento Democratico Brasileiro,8
86,2018,1,ZZ,11347,ISRAEL,Presidente,15,MDB,Movimento Democratico Brasileiro,1
87,2018,1,ZZ,29025,HONG KONG,Presidente,15,MDB,Movimento Democratico Brasileiro,5
88,2018,2,ZZ,29211,INDONESIA,Presidente,17,PSL,Partido Social Liberal,16
89,2018,2,ZZ,98345,NORUEGA,Presidente,17,PSL,Partido Social Liberal,210
90,2018,2,ZZ,11223,EQUADOR,Presidente,17,PSL,Partido Social Liberal,245
91,2018,1,ZZ,11380,JAPAO,Presidente,27,DC,Democracia Crista,18
92,2018,2,ZZ,11380,JAPAO,Presidente,17,PSL,Partido Social Liberal,4677
93,2018,2,ZZ,29050,NOVA ZELANDIA,Presidente,17,PSL,Partido Social Liberal,179
94,2018,2,ZZ,11142,ARGENTINA,Presidente,17,PSL,Partido Social Liberal,157
95,2018,2,ZZ,98841,INGLATERRA,Presidente,17,PSL,Partido Social Liberal,5227
96,2018,1,ZZ,98841,INGLATERRA,Presidente,15,MDB,Movimento Democratico Brasileiro,25
97,2018,1,ZZ,11568,URUGUAI,Presidente,27,DC,Democracia Crista,1
98,2018,1,ZZ,11509,PORTUGAL,Presidente,27,DC,Democracia Crista,3
99,2018,1,ZZ,11282,FRANCA,Presidente,15,MDB,Movimento Democratico Brasileiro,12
100,2018,1,ZZ,29122,MARROCOS,Presidente,27,DC,Democracia Crista,1
101,2018,2,ZZ,99317,ESTONIA,Presidente,17,PSL,Partido Social Liberal,12
102,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,17,PSL,Partido Social Liberal,2703
103,2018,2,ZZ,29165,KENIA,Presidente,17,PSL,Partido Social Liberal,16
104,2018,1,ZZ,11363,ITALIA,Presidente,27,DC,Democracia Crista,12
105,2018,1,ZZ,11282,FRANCA,Presidente,27,DC,Democracia Crista,5
106,2018,1,ZZ,11185,COLOMBIA,Presidente,30,NOVO,Partido Novo,35
107,2018,1,ZZ,11100,ALEMANHA,Presidente,30,NOVO,Partido Novo,226
108,2018,1,ZZ,98868,CUBA,Presidente,30,NOVO,Partido Novo,2
109,2018,1,ZZ,98744,SUECIA,Presidente,30,NOVO,Partido Novo,159
110,2018,1,ZZ,98728,EMIRADOS ARABES,Presidente,51,PATRI,Patriota,2
111,2018,1,ZZ,11584,VENEZUELA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,29
112,2018,1,ZZ,11363,ITALIA,Presidente,51,PATRI,Patriota,39
113,2018,1,ZZ,98981,AUSTRALIA,Presidente,30,NOVO,Partido Novo,401
114,2018,1,ZZ,11240,ESPANHA,Presidente,30,NOVO,Partido Novo,153
115,2018,1,ZZ,29050,NOVA ZELANDIA,Presidente,51,PATRI,Patriota,2
116,2018,1,ZZ,98906,CANADA,Presidente,51,PATRI,Patriota,17
117,2018,1,ZZ,98469,EL SALVADOR,Presidente,51,PATRI,Patriota,1
118,2018,1,ZZ,98906,CANADA,Presidente,30,NOVO,Partido Novo,362
119,2018,1,ZZ,11100,ALEMANHA,Presidente,30,NOVO,Partido Novo,392
120,2018,1,ZZ,29009,PAISES BAIXOS,Presidente,51,PATRI,Patriota,16
121,2018,1,ZZ,98744,SUECIA,Presidente,18,REDE,Rede Sustentabilidade,66
122,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,18,REDE,Rede Sustentabilidade,11
123,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,18,REDE,Rede Sustentabilidade,88
124,2018,1,ZZ,98540,CHINA,Presidente,18,REDE,Rede Sustentabilidade,5
125,2018,1,ZZ,11584,VENEZUELA,Presidente,18,REDE,Rede Sustentabilidade,5
126,2018,1,ZZ,98906,CANADA,Presidente,30,NOVO,Partido Novo,735
127,2018,1,ZZ,11223,EQUADOR,Presidente,30,NOVO,Partido Novo,10
128,2018,1,ZZ,11142,ARGENTINA,Presidente,51,PATRI,Patriota,2
129,2018,1,ZZ,98108,TURQUIA,Presidente,51,PATRI,Patriota,1
130,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,51,PATRI,Patriota,15
131,2018,1,ZZ,98906,CANADA,Presidente,51,PATRI,Patriota,8
132,2018,1,ZZ,98280,REPUBLICA DOMINICANA,Presidente,30,NOVO,Partido Novo,10
133,2018,1,ZZ,98825,INDIA,Presidente,30,NOVO,Partido Novo,1
134,2018,1,ZZ,98838,NICARAGUA,Presidente,30,NOVO,Partido Novo,3
135,2018,1,ZZ,98787,AFRICA DO SUL,Presidente,51,PATRI,Patriota,3
136,2018,1,ZZ,29246,HAITI,Presidente,18,REDE,Rede Sustentabilidade,4
137,2018,1,ZZ,30414,PALESTINA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,7
138,2018,1,ZZ,29238,HUNGRIA,Presidente,18,REDE,Rede Sustentabilidade,2
139,2018,1,ZZ,98248,SENEGAL,Presidente,18,REDE,Rede Sustentabilidade,1
140,2018,1,ZZ,29653,CATAR,Presidente,30,NOVO,Partido Novo,21
141,2018,1,ZZ,98981,AUSTRALIA,Presidente,18,REDE,Rede Sustentabilidade,70
142,2018,1,ZZ,98906,CANADA,Presidente,18,REDE,Rede Sustentabilidade,34
143,2018,1,ZZ,29203,IRA,Presidente,18,REDE,Rede Sustentabilidade,1
144,2018,1,ZZ,11363,ITALIA,Presidente,18,REDE,Rede Sustentabilidade,109
145,2018,1,ZZ,29009,PAISES BAIXOS,Presidente,18,REDE,Rede Sustentabilidade,115
146,2018,1,ZZ,11800,BOLIVIA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,27
147,2018,1,ZZ,11800,BOLIVIA,Presidente,19,PODE,Podemos,6
148,2018,1,ZZ,11460,PERU,Presidente,19,PODE,Podemos,2
149,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,19,PODE,Podemos,24
150,2018,1,ZZ,98922,BELGICA,Presidente,19,PODE,Podemos,17
151,2018,1,ZZ,11380,JAPAO,Presidente,19,PODE,Podemos,579
152,2018,1,ZZ,29068,NAMIBIA,Presidente,18,REDE,Rede Sustentabilidade,1
153,2018,1,ZZ,11142,ARGENTINA,Presidente,18,REDE,Rede Sustentabilidade,12
154,2018,1,ZZ,98108,TURQUIA,Presidente,18,REDE,Rede Sustentabilidade,1
155,2018,1,ZZ,98965,ANGOLA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,5
156,2018,1,ZZ,11800,BOLIVIA,Presidente,19,PODE,Podemos,1
157,2018,1,ZZ,98787,AFRICA DO SUL,Presidente,45,PSDB,Partido da Social Democracia Brasileira,6
158,2018,1,ZZ,98086,EGITO,Presidente,19,PODE,Podemos,4
159,2018,1,ZZ,29165,KENIA,Presidente,18,REDE,Rede Sustentabilidade,2
160,2018,1,ZZ,29653,CATAR,Presidente,18,REDE,Rede Sustentabilidade,5
161,2018,1,ZZ,11568,URUGUAI,Presidente,13,PT,Partido dos Trabalhadores,50
162,2018,1,ZZ,98205,TAILANDIA,Presidente,13,PT,Partido dos Trabalhadores,11
163,2018,1,ZZ,11460,PERU,Presidente,13,PT,Partido dos Trabalhadores,41
164,2018,1,ZZ,39102,OMA,Presidente,13,PT,Partido dos Trabalhadores,1
165,2018,1,ZZ,98647,ROMENIA,Presidente,19,PODE,Podemos,1
166,2018,1,ZZ,98906,CANADA,Presidente,19,PODE,Podemos,19
167,2018,1,ZZ,29116,MOCAMBIQUE,Presidente,19,PODE,Podemos,4
168,2018,1,ZZ,29645,TIMOR-LESTE,Presidente,13,PT,Partido dos Trabalhadores,2
169,2018,1,ZZ,29050,NOVA ZELANDIA,Presidente,19,PODE,Podemos,4
170,2018,1,ZZ,29203,IRA,Presidente,13,PT,Partido dos Trabalhadores,1
171,2018,1,ZZ,11444,PARAGUAI,Presidente,13,PT,Partido dos Trabalhadores,16
172,2018,1,ZZ,11347,ISRAEL,Presidente,13,PT,Partido dos Trabalhadores,36
173,2018,1,ZZ,98965,ANGOLA,Presidente,19,PODE,Podemos,2
174,2018,1,ZZ,29068,NAMIBIA,Presidente,13,PT,Partido dos Trabalhadores,3
175,2018,1,ZZ,98469,EL SALVADOR,Presidente,13,PT,Partido dos Trabalhadores,11
176,2018,1,ZZ,29033,IRLANDA,Presidente,13,PT,Partido dos Trabalhadores,87
177,2018,1,ZZ,11380,JAPAO,Presidente,13,PT,Partido dos Trabalhadores,94
178,2018,1,ZZ,98108,TURQUIA,Presidente,13,PT,Partido dos Trabalhadores,2
179,2018,1,ZZ,39020,CROACIA,Presidente,13,PT,Partido dos Trabalhadores,1
180,2018,1,ZZ,29165,KENIA,Presidente,13,PT,Partido dos Trabalhadores,11
181,2018,2,ZZ,98540,CHINA,Presidente,13,PT,Partido dos Trabalhadores,29
182,2018,2,ZZ,39102,OMA,Presidente,13,PT,Partido dos Trabalhadores,4
183,2018,2,ZZ,11320,GUIANA FRANCESA,Presidente,13,PT,Partido dos Trabalhadores,551
184,2018,2,ZZ,39322,CHIPRE,Presidente,13,PT,Partido dos Trabalhadores,9
185,2018,2,ZZ,98787,AFRICA DO SUL,Presidente,13,PT,Partido dos Trabalhadores,50
186,2018,2,ZZ,29076,HONDURAS,Presidente,13,PT,Partido dos Trabalhadores,26
187,2018,1,ZZ,11100,ALEMANHA,Presidente,54,PPL,Partido Patria Livre,4
188,2018,1,ZZ,11568,URUGUAI,Presidente,54,PPL,Partido Patria Livre,2
189,2018,1,ZZ,11380,JAPAO,Presidente,54,PPL,Partido Patria Livre,21
190,2018,1,ZZ,11320,GUIANA FRANCESA,Presidente,54,PPL,Partido Patria Livre,3
191,2018,2,ZZ,29122,MARROCOS,Presidente,13,PT,Partido dos Trabalhadores,16
192,2018,2,ZZ,30414,PALESTINA,Presidente,13,PT,Partido dos Trabalhadores,467
193,2018,2,ZZ,11240,ESPANHA,Presidente,13,PT,Partido dos Trabalhadores,939
194,2018,1,ZZ,11800,BOLIVIA,Presidente,30,NOVO,Partido Novo,6
195,2018,1,ZZ,98540,CHINA,Presidente,30,NOVO,Partido Novo,2
196,2018,1,ZZ,29157,KUWAIT,Presidente,30,NOVO,Partido Novo,2
197,2018,2,ZZ,98345,NORUEGA,Presidente,13,PT,Partido dos Trabalhadores,249
198,2018,2,ZZ,99287,ZAMBIA,Presidente,13,PT,Partido dos Trabalhadores,2
199,2018,2,ZZ,29068,NAMIBIA,Presidente,13,PT,Partido dos Trabalhadores,7
200,2018,2,ZZ,11509,PORTUGAL,Presidente,13,PT,Partido dos Trabalhadores,227
201,2018,2,ZZ,11444,PARAGUAI,Presidente,13,PT,Partido dos Trabalhadores,193
202,2018,2,ZZ,11266,ESTADOS UNIDOS,Presidente,13,PT,Partido dos Trabalhadores,528
203,2018,1,ZZ,29076,HONDURAS,Presidente,30,NOVO,Partido Novo,2
204,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,54,PPL,Partido Patria Livre,2
205,2018,1,ZZ,98540,CHINA,Presidente,30,NOVO,Partido Novo,4
206,2018,1,ZZ,11509,PORTUGAL,Presidente,54,PPL,Partido Patria Livre,3
207,2018,1,ZZ,30414,PALESTINA,Presidente,30,NOVO,Partido Novo,7
208,2018,2,ZZ,98140,TRINIDAD TOBAGO,Presidente,13,PT,Partido dos Trabalhadores,4
209,2018,2,ZZ,98000,GUATEMALA,Presidente,13,PT,Partido dos Trabalhadores,20
210,2018,1,ZZ,11428,MEXICO,Presidente,54,PPL,Partido Patria Livre,2
211,2018,1,ZZ,29025,HONG KONG,Presidente,30,NOVO,Partido Novo,18
212,2018,1,ZZ,29211,INDONESIA,Presidente,30,NOVO,Partido Novo,2
213,2018,1,ZZ,98469,EL SALVADOR,Presidente,30,NOVO,Partido Novo,4
214,2018,1,ZZ,30350,REPUBLICA CHECA,Presidente,30,NOVO,Partido Novo,18
215,2018,1,ZZ,11827,GRECIA,Presidente,30,NOVO,Partido Novo,22
216,2018,1,ZZ,11444,PARAGUAI,Presidente,30,NOVO,Partido Novo,11
217,2018,1,ZZ,11100,ALEMANHA,Presidente,15,MDB,Movimento Democratico Brasileiro,16
218,2018,1,ZZ,11525,SUICA,Presidente,15,MDB,Movimento Democratico Brasileiro,14
219,2018,1,ZZ,11584,VENEZUELA,Presidente,15,MDB,Movimento Democratico Brasileiro,2
220,2018,1,ZZ,98426,FINLANDIA,Presidente,30,NOVO,Partido Novo,44
221,2018,1,ZZ,98965,ANGOLA,Presidente,30,NOVO,Partido Novo,4
222,2018,1,ZZ,98906,CANADA,Presidente,30,NOVO,Partido Novo,541
223,2018,1,ZZ,98787,AFRICA DO SUL,Presidente,30,NOVO,Partido Novo,18
224,2018,1,ZZ,11428,MEXICO,Presidente,30,NOVO,Partido Novo,101
225,2018,1,ZZ,11363,ITALIA,Presidente,15,MDB,Movimento Democratico Brasileiro,28
226,2018,1,ZZ,11827,GRECIA,Presidente,15,MDB,Movimento Democratico Brasileiro,6
227,2018,1,ZZ,11800,BOLIVIA,Presidente,15,MDB,Movimento Democratico Brasileiro,2
228,2018,1,ZZ,11223,EQUADOR,Presidente,15,MDB,Movimento Democratico Brasileiro,2
229,2018,1,ZZ,98280,REPUBLICA DOMINICANA,Presidente,15,MDB,Movimento Democratico Brasileiro,2
230,2018,1,ZZ,29033,IRLANDA,Presidente,15,MDB,Movimento Democratico Brasileiro,2
231,2018,1,ZZ,98540,CHINA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
232,2018,1,ZZ,98205,TAILANDIA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
233,2018,1,ZZ,11460,PERU,Presidente,50,PSOL,Partido Socialismo e Liberdade,4
234,2018,1,ZZ,98540,CHINA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
235,2018,1,ZZ,11525,SUICA,Presidente,50,PSOL,Partido Socialismo e Liberdade,33
236,2018,1,ZZ,98426,FINLANDIA,Presidente,27,DC,Democracia Crista,1
237,2018,1,ZZ,11444,PARAGUAI,Presidente,50,PSOL,Partido Socialismo e Liberdade,2
238,2018,1,ZZ,98124,TUNISIA,Presidente,13,PT,Partido dos Trabalhadores,2
239,2018,1,ZZ,29157,KUWAIT,Presidente,13,PT,Partido dos Trabalhadores,11
240,2018,1,ZZ,11320,GUIANA FRANCESA,Presidente,13,PT,Partido dos Trabalhadores,356
241,2018,1,ZZ,11568,URUGUAI,Presidente,13,PT,Partido dos Trabalhadores,227
242,2018,1,ZZ,98540,CHINA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
243,2018,1,ZZ,11363,ITALIA,Presidente,50,PSOL,Partido Socialismo e Liberdade,23
244,2018,1,ZZ,11363,ITALIA,Presidente,13,PT,Partido dos Trabalhadores,786
245,2018,1,ZZ,29378,SERVIA,Presidente,13,PT,Partido dos Trabalhadores,5
246,2018,1,ZZ,98507,COSTA RICA,Presidente,13,PT,Partido dos Trabalhadores,31
247,2018,1,ZZ,11363,ITALIA,Presidente,13,PT,Partido dos Trabalhadores,663
248,2018,1,ZZ,29050,NOVA ZELANDIA,Presidente,50,PSOL,Partido Socialismo e Liberdade,3
249,2018,1,ZZ,98442,FILIPINAS,Presidente,13,PT,Partido dos Trabalhadores,7
250,2018,1,ZZ,98906,CANADA,Presidente,13,PT,Partido dos Trabalhadores,68
251,2018,1,ZZ,11169,CHILE,Presidente,13,PT,Partido dos Trabalhadores,146
252,2018,1,ZZ,98760,RUSSIA,Presidente,13,PT,Partido dos Trabalhadores,4
253,2018,1,ZZ,11380,JAPAO,Presidente,50,PSOL,Partido Socialismo e Liberdade,16
254,2018,1,ZZ,98043,GANA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
255,2018,1,ZZ,29009,PAISES BAIXOS,Presidente,13,PT,Partido dos Trabalhadores,313
256,2018,1,ZZ,11800,BOLIVIA,Presidente,13,PT,Partido dos Trabalhadores,80
257,2018,1,ZZ,11266,ESTADOS UNIDOS,Presidente,13,PT,Partido dos Trabalhadores,755
258,2018,1,ZZ,11827,GRECIA,Presidente,13,PT,Partido dos Trabalhadores,31
259,2018,2,ZZ,98205,TAILANDIA,Presidente,17,PSL,Partido Social Liberal,53
260,2018,2,ZZ,98540,CHINA,Presidente,17,PSL,Partido Social Liberal,151
261,2018,2,ZZ,11320,GUIANA FRANCESA,Presidente,17,PSL,Partido Social Liberal,950
262,2018,2,ZZ,98523,CINGAPURA,Presidente,17,PSL,Partido Social Liberal,164
263,2018,2,ZZ,11304,GUIANA,Presidente,17,PSL,Partido Social Liberal,47
264,2018,1,ZZ,98744,SUECIA,Presidente,19,PODE,Podemos,10
265,2018,2,ZZ,11568,URUGUAI,Presidente,17,PSL,Partido Social Liberal,10
266,2018,2,ZZ,98361,NIGERIA,Presidente,17,PSL,Partido Social Liberal,8
267,2018,2,ZZ,98329,PANAMA,Presidente,17,PSL,Partido Social Liberal,471
268,2018,2,ZZ,29203,IRA,Presidente,17,PSL,Partido Social Liberal,22
269,2018,2,ZZ,11347,ISRAEL,Presidente,17,PSL,Partido Social Liberal,391
270,2018,2,ZZ,29130,MALASIA,Presidente,17,PSL,Partido Social Liberal,34
271,2018,1,ZZ,29076,HONDURAS,Presidente,19,PODE,Podemos,4
272,2018,2,ZZ,99180,COMUNIDADE DAS BAHAMAS,Presidente,17,PSL,Partido Social Liberal,16
273,2018,2,ZZ,11800,BOLIVIA,Presidente,17,PSL,Partido Social Liberal,1026
274,2018,2,ZZ,98043,GANA,Presidente,17,PSL,Partido Social Liberal,5
275,2018,1,ZZ,11142,ARGENTINA,Presidente,19,PODE,Podemos,1
276,2018,2,ZZ,98000,GUATEMALA,Presidente,17,PSL,Partido Social Liberal,103
277,2018,2,ZZ,11444,PARAGUAI,Presidente,17,PSL,Partido Social Liberal,285
278,2018,1,ZZ,29033,IRLANDA,Presidente,19,PODE,Podemos,7
279,2018,1,ZZ,98949,AUSTRIA,Presidente,19,PODE,Podemos,10
280,2018,1,ZZ,98787,AFRICA DO SUL,Presidente,19,PODE,Podemos,2
281,2018,1,ZZ,29653,CATAR,Presidente,19,PODE,Podemos,1
282,2018,1,ZZ,11800,BOLIVIA,Presidente,51,PATRI,Patriota,2
283,2018,1,ZZ,11185,COLOMBIA,Presidente,51,PATRI,Patriota,2
284,2018,1,ZZ,98485,DINAMARCA,Presidente,51,PATRI,Patriota,3
285,2018,1,ZZ,11568,URUGUAI,Presidente,51,PATRI,Patriota,5
286,2018,1,ZZ,11525,SUICA,Presidente,51,PATRI,Patriota,26
287,2018,1,ZZ,11800,BOLIVIA,Presidente,51,PATRI,Patriota,1
288,2018,1,ZZ,30414,PALESTINA,Presidente,51,PATRI,Patriota,2
289,2018,1,ZZ,11100,ALEMANHA,Presidente,51,PATRI,Patriota,31
290,2018,1,ZZ,11444,PARAGUAI,Presidente,51,PATRI,Patriota,2
291,2018,1,ZZ,98841,INGLATERRA,Presidente,51,PATRI,Patriota,47
292,2018,1,ZZ,98949,AUSTRIA,Presidente,51,PATRI,Patriota,7
293,2018,1,ZZ,11428,MEXICO,Presidente,51,PATRI,Patriota,3
294,2018,1,ZZ,11568,URUGUAI,Presidente,12,PDT,Partido Democratico Trabalhista,5
295,2018,1,ZZ,98124,TUNISIA,Presidente,12,PDT,Partido Democratico Trabalhista,7
296,2018,1,ZZ,98868,CUBA,Presidente,12,PDT,Partido Democratico Trabalhista,7
297,2018,1,ZZ,98744,SUECIA,Presidente,12,PDT,Partido Democratico Trabalhista,344
