,election_year,election_round,municipality_code,municipality_name,office,party_name,number_of_votes
43,1998,1,11100,Alemanha,Presidente,Partido Da Social Democracia Brasileira,80
44,1998,1,98965,Angola,Presidente,Partido Da Reedificacao Da Ordem Nacional,2
45,1998,1,98965,Angola,Presidente,Partido Dos Trabalhadores,12
46,1998,1,98965,Angola,Presidente,Partido Da Social Democracia Brasileira,26
47,1998,1,11126,Arabia Saudita,Presidente,Partido Popular Socialista,1
48,1998,1,11126,Arabia Saudita,Presidente,Partido Dos Trabalhadores,2
49,1998,1,11126,Arabia Saudita,Presidente,Partido Da Social Democracia Brasileira,13
50,1998,1,11142,Argentina,Presidente,Partido Trabalhista Nacional,2
51,1998,1,11142,Argentina,Presidente,Partido Social Cristao,1
52,1998,1,11142,Argentina,Presidente,Partido Verde,1
53,1998,1,11142,Argentina,Presidente,Partido Da Reedificacao Da Ordem Nacional,4
54,1998,1,11142,Argentina,Presidente,Partido Trabalhista Do Brasil,2
55,1998,1,11142,Argentina,Presidente,Partido Popular Socialista,19
56,1998,1,11142,Argentina,Presidente,Partido Dos Trabalhadores,87
57,1998,1,11142,Argentina,Presidente,Partido Da Social Democracia Brasileira,308
58,1998,1,98981,Australia,Presidente,Partido Popular Socialista,4
59,1998,1,98981,Australia,Presidente,Partido Dos Trabalhadores,6
60,1998,1,98981,Australia,Presidente,Partido Da Social Democracia Brasileira,28
61,1998,1,98981,Australia,Presidente,Partido Social Cristao,1
62,1998,1,98981,Australia,Presidente,Partido Da Mobilizacao Nacional,1
63,1998,1,98981,Australia,Presidente,Partido Da Reedificacao Da Ordem Nacional,2
64,1998,1,98981,Australia,Presidente,Partido Popular Socialista,1
65,1998,1,98981,Australia,Presidente,Partido Dos Trabalhadores,29
66,1998,1,98981,Australia,Presidente,Partido Da Social Democracia Brasileira,36
67,1998,1,98949,Austria,Presidente,Partido Da Mobilizacao Nacional,1
68,1998,1,98949,Austria,Presidente,Partido Verde,1
69,1998,1,98949,Austria,Presidente,Partido Da Reedificacao Da Ordem Nacional,2
70,1998,1,98949,Austria,Presidente,Partido Trabalhista Do Brasil,2
71,1998,1,98949,Austria,Presidente,Partido Popular Socialista,27
72,1998,1,98949,Austria,Presidente,Partido Dos Trabalhadores,55
73,1998,1,98949,Austria,Presidente,Partido Da Social Democracia Brasileira,104
74,1998,1,98922,Belgica,Presidente,Partido Da Mobilizacao Nacional,1
75,1998,1,98922,Belgica,Presidente,Partido Verde,1
76,1998,1,98922,Belgica,Presidente,Partido Da Reedificacao Da Ordem Nacional,4
77,1998,1,98922,Belgica,Presidente,Partido Trabalhista Do Brasil,2
78,1998,1,98922,Belgica,Presidente,Partido Popular Socialista,9
79,1998,1,98922,Belgica,Presidente,Partido Dos Trabalhadores,92
80,1998,1,98922,Belgica,Presidente,Partido Da Social Democracia Brasileira,149
81,1998,1,11800,Bolivia,Presidente,Partido Da Mobilizacao Nacional,1
82,1998,1,11800,Bolivia,Presidente,Partido Da Reedificacao Da Ordem Nacional,16
83,1998,1,11800,Bolivia,Presidente,Partido Popular Socialista,34
84,1998,1,11800,Bolivia,Presidente,Partido Dos Trabalhadores,63
85,1998,1,11800,Bolivia,Presidente,Partido Da Social Democracia Brasileira,282
86,1998,1,11800,Bolivia,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
87,1998,1,11800,Bolivia,Presidente,Partido Social Democrata Cristao,2
88,1998,1,11800,Bolivia,Presidente,Partido Da Mobilizacao Nacional,2
89,1998,1,11800,Bolivia,Presidente,Partido Da Reedificacao Da Ordem Nacional,25
90,1998,1,11800,Bolivia,Presidente,Partido Trabalhista Do Brasil,3
91,1998,1,11800,Bolivia,Presidente,Partido Popular Socialista,52
92,1998,1,11800,Bolivia,Presidente,Partido Dos Trabalhadores,94
93,1998,1,11800,Bolivia,Presidente,Partido Da Social Democracia Brasileira,303
94,1998,1,11800,Bolivia,Presidente,Partido Da Solidariedade Nacional,1
95,1998,1,11800,Bolivia,Presidente,Partido Da Mobilizacao Nacional,1
96,1998,1,11800,Bolivia,Presidente,Partido Da Reedificacao Da Ordem Nacional,11
97,1998,1,11800,Bolivia,Presidente,Partido Popular Socialista,19
98,1998,1,11800,Bolivia,Presidente,Partido Dos Trabalhadores,70
99,1998,1,11800,Bolivia,Presidente,Partido Da Social Democracia Brasileira,135
100,1998,1,98604,Cabo Verde,Presidente,Partido Popular Socialista,1
101,1998,1,98604,Cabo Verde,Presidente,Partido Dos Trabalhadores,4
102,1998,1,98604,Cabo Verde,Presidente,Partido Da Social Democracia Brasileira,16
103,1998,1,98906,Canada,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
104,1998,1,98906,Canada,Presidente,Partido Trabalhista Nacional,1
105,1998,1,98906,Canada,Presidente,Partido Social Cristao,1
106,1998,1,98906,Canada,Presidente,Partido Da Mobilizacao Nacional,1
107,1998,1,98906,Canada,Presidente,Partido Verde,2
108,1998,1,98906,Canada,Presidente,Partido Da Reedificacao Da Ordem Nacional,3
109,1998,1,98906,Canada,Presidente,Partido Trabalhista Do Brasil,2
110,1998,1,98906,Canada,Presidente,Partido Popular Socialista,15
111,1998,1,98906,Canada,Presidente,Partido Dos Trabalhadores,117
112,1998,1,98906,Canada,Presidente,Partido Da Social Democracia Brasileira,220
113,1998,1,98906,Canada,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
114,1998,1,98906,Canada,Presidente,Partido Da Reedificacao Da Ordem Nacional,2
115,1998,1,98906,Canada,Presidente,Partido Popular Socialista,10
116,1998,1,98906,Canada,Presidente,Partido Dos Trabalhadores,54
117,1998,1,98906,Canada,Presidente,Partido Da Social Democracia Brasileira,86
118,1998,1,98906,Canada,Presidente,Partido Trabalhista Nacional,3
119,1998,1,98906,Canada,Presidente,Partido Social Cristao,1
120,1998,1,98906,Canada,Presidente,Partido Popular Socialista,4
121,1998,1,98906,Canada,Presidente,Partido Dos Trabalhadores,25
122,1998,1,98906,Canada,Presidente,Partido Da Social Democracia Brasileira,48
123,1998,1,98906,Canada,Presidente,Partido Trabalhista Nacional,2
124,1998,1,98906,Canada,Presidente,Partido Da Mobilizacao Nacional,1
125,1998,1,98906,Canada,Presidente,Partido Verde,2
126,1998,1,98906,Canada,Presidente,Partido Da Reedificacao Da Ordem Nacional,4
127,1998,1,98906,Canada,Presidente,Partido Trabalhista Do Brasil,2
128,1998,1,98906,Canada,Presidente,Partido Popular Socialista,23
129,1998,1,98906,Canada,Presidente,Partido Dos Trabalhadores,49
130,1998,1,98906,Canada,Presidente,Partido Da Social Democracia Brasileira,231
131,1998,1,98566,Checoslovaquia,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
132,1998,1,98566,Checoslovaquia,Presidente,Partido Da Reedificacao Da Ordem Nacional,1
133,1998,1,98566,Checoslovaquia,Presidente,Partido Dos Trabalhadores,2
134,1998,1,98566,Checoslovaquia,Presidente,Partido Da Social Democracia Brasileira,17
135,1998,1,11169,Chile,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
136,1998,1,11169,Chile,Presidente,Partido Social Cristao,1
137,1998,1,11169,Chile,Presidente,Partido Social Democrata Cristao,1
138,1998,1,11169,Chile,Presidente,Partido Verde,2
139,1998,1,11169,Chile,Presidente,Partido Da Reedificacao Da Ordem Nacional,3
140,1998,1,11169,Chile,Presidente,Partido Trabalhista Do Brasil,2
141,1998,1,11169,Chile,Presidente,Partido Popular Socialista,13
142,1998,1,11169,Chile,Presidente,Partido Dos Trabalhadores,57
143,1998,1,11169,Chile,Presidente,Partido Da Social Democracia Brasileira,278
144,1998,1,98540,China,Presidente,Partido Da Solidariedade Nacional,1
145,1998,1,98540,China,Presidente,Partido Popular Socialista,7
146,1998,1,98540,China,Presidente,Partido Dos Trabalhadores,16
147,1998,1,98540,China,Presidente,Partido Da Social Democracia Brasileira,25
148,1998,1,98523,Cingapura,Presidente,Partido Trabalhista Nacional,2
149,1998,1,98523,Cingapura,Presidente,Partido Popular Socialista,6
150,1998,1,98523,Cingapura,Presidente,Partido Dos Trabalhadores,19
151,1998,1,98523,Cingapura,Presidente,Partido Da Social Democracia Brasileira,68
152,1998,1,11185,Colombia,Presidente,Partido Da Mobilizacao Nacional,1
153,1998,1,11185,Colombia,Presidente,Partido Da Reedificacao Da Ordem Nacional,2
154,1998,1,11185,Colombia,Presidente,Partido Popular Socialista,14
155,1998,1,11185,Colombia,Presidente,Partido Dos Trabalhadores,18
156,1998,1,11185,Colombia,Presidente,Partido Da Social Democracia Brasileira,122
157,1998,1,11207,Coreia,Presidente,Partido Verde,1
158,1998,1,11207,Coreia,Presidente,Partido Popular Socialista,1
159,1998,1,11207,Coreia,Presidente,Partido Dos Trabalhadores,2
160,1998,1,11207,Coreia,Presidente,Partido Da Social Democracia Brasileira,16
161,1998,1,98582,Costa Do Marfim,Presidente,Partido Da Reedificacao Da Ordem Nacional,4
162,1998,1,98582,Costa Do Marfim,Presidente,Partido Popular Socialista,3
163,1998,1,98582,Costa Do Marfim,Presidente,Partido Dos Trabalhadores,14
164,1998,1,98582,Costa Do Marfim,Presidente,Partido Da Social Democracia Brasileira,33
165,1998,1,98507,Costa Rica,Presidente,Partido Trabalhista Nacional,2
166,1998,1,98507,Costa Rica,Presidente,Partido Da Reedificacao Da Ordem Nacional,3
167,1998,1,98507,Costa Rica,Presidente,Partido Popular Socialista,2
168,1998,1,98507,Costa Rica,Presidente,Partido Dos Trabalhadores,11
169,1998,1,98507,Costa Rica,Presidente,Partido Da Social Democracia Brasileira,52
170,1998,1,98868,Cuba,Presidente,Partido Popular Socialista,13
171,1998,1,98868,Cuba,Presidente,Partido Dos Trabalhadores,17
172,1998,1,98868,Cuba,Presidente,Partido Da Social Democracia Brasileira,24
173,1998,1,98485,Dinamarca,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
174,1998,1,98485,Dinamarca,Presidente,Partido Trabalhista Nacional,1
175,1998,1,98485,Dinamarca,Presidente,Partido Verde,1
176,1998,1,98485,Dinamarca,Presidente,Partido Da Reedificacao Da Ordem Nacional,1
177,1998,1,98485,Dinamarca,Presidente,Partido Popular Socialista,8
178,1998,1,98485,Dinamarca,Presidente,Partido Dos Trabalhadores,22
179,1998,1,98485,Dinamarca,Presidente,Partido Da Social Democracia Brasileira,55
180,1998,1,98086,Egito,Presidente,Partido Da Mobilizacao Nacional,1
181,1998,1,98086,Egito,Presidente,Partido Da Reedificacao Da Ordem Nacional,1
182,1998,1,98086,Egito,Presidente,Partido Popular Socialista,5
183,1998,1,98086,Egito,Presidente,Partido Dos Trabalhadores,9
184,1998,1,98086,Egito,Presidente,Partido Da Social Democracia Brasileira,23
185,1998,1,98469,El Salvador,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
186,1998,1,98469,El Salvador,Presidente,Partido Trabalhista Nacional,2
187,1998,1,98469,El Salvador,Presidente,Partido Da Reedificacao Da Ordem Nacional,5
188,1998,1,98469,El Salvador,Presidente,Partido Popular Socialista,1
189,1998,1,98469,El Salvador,Presidente,Partido Dos Trabalhadores,32
190,1998,1,98469,El Salvador,Presidente,Partido Da Social Democracia Brasileira,68
191,1998,1,98728,Emirados Arabes,Presidente,Partido Social Cristao,1
192,1998,1,98728,Emirados Arabes,Presidente,Partido Da Reedificacao Da Ordem Nacional,3
193,1998,1,98728,Emirados Arabes,Presidente,Partido Trabalhista Do Brasil,1
194,1998,1,98728,Emirados Arabes,Presidente,Partido Dos Trabalhadores,7
195,1998,1,98728,Emirados Arabes,Presidente,Partido Da Social Democracia Brasileira,18
196,1998,1,11223,Equador,Presidente,Partido Social Cristao,1
197,1998,1,11223,Equador,Presidente,Partido Popular Socialista,2
198,1998,1,11223,Equador,Presidente,Partido Dos Trabalhadores,11
199,1998,1,11223,Equador,Presidente,Partido Da Social Democracia Brasileira,90
200,1998,1,11240,Espanha,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
201,1998,1,11240,Espanha,Presidente,Partido Verde,1
202,1998,1,11240,Espanha,Presidente,Partido Popular Socialista,13
203,1998,1,11240,Espanha,Presidente,Partido Dos Trabalhadores,54
204,1998,1,11240,Espanha,Presidente,Partido Da Social Democracia Brasileira,140
205,1998,1,11240,Espanha,Presidente,Partido Trabalhista Nacional,1
206,1998,1,11240,Espanha,Presidente,Partido Verde,1
207,1998,1,11240,Espanha,Presidente,Partido Popular Socialista,18
208,1998,1,11240,Espanha,Presidente,Partido Dos Trabalhadores,60
209,1998,1,11240,Espanha,Presidente,Partido Da Social Democracia Brasileira,52
210,1998,1,11266,Estados Unidos,Presidente,Partido Verde,1
211,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Do Brasil,1
212,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,6
213,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,23
214,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,43
215,1998,1,11266,Estados Unidos,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
216,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Nacional,1
217,1998,1,11266,Estados Unidos,Presidente,Partido Da Mobilizacao Nacional,1
218,1998,1,11266,Estados Unidos,Presidente,Partido Verde,3
219,1998,1,11266,Estados Unidos,Presidente,Partido Da Reedificacao Da Ordem Nacional,11
220,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Do Brasil,1
221,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,80
222,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,68
223,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,542
224,1998,1,11266,Estados Unidos,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
225,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Nacional,4
226,1998,1,11266,Estados Unidos,Presidente,Partido Social Democrata Cristao,3
227,1998,1,11266,Estados Unidos,Presidente,Partido Da Solidariedade Nacional,1
228,1998,1,11266,Estados Unidos,Presidente,Partido Verde,7
229,1998,1,11266,Estados Unidos,Presidente,Partido Da Reedificacao Da Ordem Nacional,7
230,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Do Brasil,5
231,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,79
232,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,194
233,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,687
234,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Nacional,1
235,1998,1,11266,Estados Unidos,Presidente,Partido Social Cristao,1
236,1998,1,11266,Estados Unidos,Presidente,Partido Verde,5
237,1998,1,11266,Estados Unidos,Presidente,Partido Da Reedificacao Da Ordem Nacional,4
238,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Do Brasil,1
239,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,22
240,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,69
241,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,204
242,1998,1,11266,Estados Unidos,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
243,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Nacional,10
244,1998,1,11266,Estados Unidos,Presidente,Partido Social Cristao,2
245,1998,1,11266,Estados Unidos,Presidente,Partido Social Democrata Cristao,1
246,1998,1,11266,Estados Unidos,Presidente,Partido Da Solidariedade Nacional,3
247,1998,1,11266,Estados Unidos,Presidente,Partido Da Mobilizacao Nacional,6
248,1998,1,11266,Estados Unidos,Presidente,Partido Verde,5
249,1998,1,11266,Estados Unidos,Presidente,Partido Da Reedificacao Da Ordem Nacional,11
250,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Do Brasil,3
251,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,92
252,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,144
253,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,767
254,1998,1,11266,Estados Unidos,Presidente,Partido Da Mobilizacao Nacional,1
255,1998,1,11266,Estados Unidos,Presidente,Partido Da Reedificacao Da Ordem Nacional,2
256,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,8
257,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,28
258,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,124
259,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Nacional,4
260,1998,1,11266,Estados Unidos,Presidente,Partido Social Cristao,1
261,1998,1,11266,Estados Unidos,Presidente,Partido Verde,5
262,1998,1,11266,Estados Unidos,Presidente,Partido Da Reedificacao Da Ordem Nacional,6
263,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,31
264,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,61
265,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,233
266,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Nacional,2
267,1998,1,11266,Estados Unidos,Presidente,Partido Da Mobilizacao Nacional,2
268,1998,1,11266,Estados Unidos,Presidente,Partido Verde,3
269,1998,1,11266,Estados Unidos,Presidente,Partido Da Reedificacao Da Ordem Nacional,15
270,1998,1,11266,Estados Unidos,Presidente,Partido Trabalhista Do Brasil,2
271,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,28
272,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,157
273,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,416
274,1998,1,11266,Estados Unidos,Presidente,Partido Da Reedificacao Da Ordem Nacional,1
275,1998,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,13
276,1998,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,21
277,1998,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,58
278,1998,1,98442,Filipinas,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
279,1998,1,98442,Filipinas,Presidente,Partido Trabalhista Nacional,1
280,1998,1,98442,Filipinas,Presidente,Partido Verde,1
281,1998,1,98442,Filipinas,Presidente,Partido Da Reedificacao Da Ordem Nacional,5
282,1998,1,98442,Filipinas,Presidente,Partido Dos Trabalhadores,12
283,1998,1,98442,Filipinas,Presidente,Partido Da Social Democracia Brasileira,24
284,1998,1,98426,Finlandia,Presidente,Partido Trabalhista Nacional,1
285,1998,1,98426,Finlandia,Presidente,Partido Social Cristao,1
286,1998,1,98426,Finlandia,Presidente,Partido Da Reedificacao Da Ordem Nacional,1
287,1998,1,98426,Finlandia,Presidente,Partido Popular Socialista,2
288,1998,1,98426,Finlandia,Presidente,Partido Dos Trabalhadores,6
289,1998,1,98426,Finlandia,Presidente,Partido Da Social Democracia Brasileira,31
290,1998,1,11282,Franca,Presidente,Partido Da Reedificacao Da Ordem Nacional,1
291,1998,1,11282,Franca,Presidente,Partido Trabalhista Do Brasil,3
292,1998,1,11282,Franca,Presidente,Partido Popular Socialista,6
293,1998,1,11282,Franca,Presidente,Partido Dos Trabalhadores,74
294,1998,1,11282,Franca,Presidente,Partido Da Social Democracia Brasileira,42
295,1998,1,11282,Franca,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
296,1998,1,11282,Franca,Presidente,Partido Trabalhista Nacional,1
297,1998,1,11282,Franca,Presidente,Partido Social Democrata Cristao,2
298,1998,1,11282,Franca,Presidente,Partido Da Solidariedade Nacional,2
299,1998,1,11282,Franca,Presidente,Partido Da Mobilizacao Nacional,1
300,1998,1,11282,Franca,Presidente,Partido Verde,17
301,1998,1,11282,Franca,Presidente,Partido Da Reedificacao Da Ordem Nacional,3
302,1998,1,11282,Franca,Presidente,Partido Trabalhista Do Brasil,1
303,1998,1,11282,Franca,Presidente,Partido Popular Socialista,53
304,1998,1,11282,Franca,Presidente,Partido Dos Trabalhadores,289
305,1998,1,11282,Franca,Presidente,Partido Da Social Democracia Brasileira,384
306,1998,1,11827,Grecia,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
307,1998,1,11827,Grecia,Presidente,Partido Trabalhista Nacional,1
308,1998,1,11827,Grecia,Presidente,Partido Social Cristao,3
309,1998,1,11827,Grecia,Presidente,Partido Da Mobilizacao Nacional,1
310,1998,1,11827,Grecia,Presidente,Partido Verde,1
311,1998,1,11827,Grecia,Presidente,Partido Da Reedificacao Da Ordem Nacional,2
312,1998,1,11827,Grecia,Presidente,Partido Trabalhista Do Brasil,2
313,1998,1,11827,Grecia,Presidente,Partido Popular Socialista,2
314,1998,1,11827,Grecia,Presidente,Partido Dos Trabalhadores,25
315,1998,1,11827,Grecia,Presidente,Partido Da Social Democracia Brasileira,98
316,1998,1,98000,Guatemala,Presidente,Partido Trabalhista Do Brasil,4
317,1998,1,98000,Guatemala,Presidente,Partido Popular Socialista,12
318,1998,1,98000,Guatemala,Presidente,Partido Dos Trabalhadores,24
319,1998,1,98000,Guatemala,Presidente,Partido Da Social Democracia Brasileira,75
320,1998,1,11304,Guiana,Presidente,Partido Popular Socialista,2
321,1998,1,11304,Guiana,Presidente,Partido Dos Trabalhadores,4
322,1998,1,11304,Guiana,Presidente,Partido Da Social Democracia Brasileira,19
323,1998,1,11320,Guiana Francesa,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
324,1998,1,11320,Guiana Francesa,Presidente,Partido Trabalhista Nacional,4
325,1998,1,11320,Guiana Francesa,Presidente,Partido Social Cristao,4
326,1998,1,11320,Guiana Francesa,Presidente,Partido Social Democrata Cristao,1
327,1998,1,11320,Guiana Francesa,Presidente,Partido Da Solidariedade Nacional,2
328,1998,1,11320,Guiana Francesa,Presidente,Partido Da Mobilizacao Nacional,3
329,1998,1,11320,Guiana Francesa,Presidente,Partido Verde,14
330,1998,1,11320,Guiana Francesa,Presidente,Partido Da Reedificacao Da Ordem Nacional,10
331,1998,1,11320,Guiana Francesa,Presidente,Partido Trabalhista Do Brasil,7
332,1998,1,11320,Guiana Francesa,Presidente,Partido Popular Socialista,24
333,1998,1,11320,Guiana Francesa,Presidente,Partido Dos Trabalhadores,77
334,1998,1,11320,Guiana Francesa,Presidente,Partido Da Social Democracia Brasileira,606
335,1998,1,29076,Honduras,Presidente,Partido Verde,1
336,1998,1,29076,Honduras,Presidente,Partido Da Reedificacao Da Ordem Nacional,2
337,1998,1,29076,Honduras,Presidente,Partido Popular Socialista,8
338,1998,1,29076,Honduras,Presidente,Partido Dos Trabalhadores,12
339,1998,1,29076,Honduras,Presidente,Partido Da Social Democracia Brasileira,64
340,1998,1,29025,Hong Kong,Presidente,Partido Trabalhista Nacional,1
341,1998,1,29025,Hong Kong,Presidente,Partido Popular Socialista,4
342,1998,1,29025,Hong Kong,Presidente,Partido Dos Trabalhadores,3
343,1998,1,29025,Hong Kong,Presidente,Partido Da Social Democracia Brasileira,27
344,1998,1,29238,Hungria,Presidente,Partido Da Mobilizacao Nacional,1
345,1998,1,29238,Hungria,Presidente,Partido Da Reedificacao Da Ordem Nacional,1
346,1998,1,29238,Hungria,Presidente,Partido Popular Socialista,6
347,1998,1,29238,Hungria,Presidente,Partido Dos Trabalhadores,3
348,1998,1,29238,Hungria,Presidente,Partido Da Social Democracia Brasileira,20
349,1998,1,98825,India,Presidente,Partido Popular Socialista,3
350,1998,1,98825,India,Presidente,Partido Dos Trabalhadores,4
351,1998,1,98825,India,Presidente,Partido Da Social Democracia Brasileira,13
352,1998,1,29211,Indonesia,Presidente,Partido Dos Trabalhadores,1
353,1998,1,29211,Indonesia,Presidente,Partido Da Social Democracia Brasileira,9
354,1998,1,98841,Inglaterra,Presidente,Partido Trabalhista Nacional,4
355,1998,1,98841,Inglaterra,Presidente,Partido Da Mobilizacao Nacional,4
356,1998,1,98841,Inglaterra,Presidente,Partido Verde,5
357,1998,1,98841,Inglaterra,Presidente,Partido Da Reedificacao Da Ordem Nacional,6
358,1998,1,98841,Inglaterra,Presidente,Partido Popular Socialista,41
359,1998,1,98841,Inglaterra,Presidente,Partido Dos Trabalhadores,194
360,1998,1,98841,Inglaterra,Presidente,Partido Da Social Democracia Brasileira,336
361,1998,1,29033,Irlanda,Presidente,Partido Trabalhista Nacional,1
362,1998,1,29033,Irlanda,Presidente,Partido Popular Socialista,10
363,1998,1,29033,Irlanda,Presidente,Partido Dos Trabalhadores,18
364,1998,1,29033,Irlanda,Presidente,Partido Da Social Democracia Brasileira,23
