Election Year,Place (ZZ = Exterior),Municipality Name,Municipality Code,Gender Code,Gender Description,Age Group Description,Educational Attainment Description,Quantity of Voters
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,4
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,25 A 34 ANOS,SUPERIOR COMPLETO,3
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,4
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,35 A 44 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,35 A 44 ANOS,ENSINO MÉDIO INCOMPLETO,2
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,35 A 44 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,45 A 59 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,45 A 59 ANOS,ENSINO MÉDIO INCOMPLETO,2
2010,ZZ,ABIDJAN-COTE,29254,1,MASCULINO,45 A 59 ANOS,SUPERIOR COMPLETO,3
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,18 A 20 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,21 A 24 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,2
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,25 A 34 ANOS,SUPERIOR COMPLETO,6
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,25 A 34 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,35 A 44 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,35 A 44 ANOS,SUPERIOR COMPLETO,6
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,35 A 44 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,45 A 59 ANOS,ENSINO MÉDIO COMPLETO,4
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,45 A 59 ANOS,SUPERIOR COMPLETO,3
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,45 A 59 ANOS,SUPERIOR INCOMPLETO,3
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,60 A 69 ANOS,SUPERIOR COMPLETO,3
2010,ZZ,ABU DHABI-EAU,29262,1,FEMININO,70 A 79 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,18 A 20 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,18 A 20 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,21 A 24 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,25 A 34 ANOS,LÊ E ESCREVE,1
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,25 A 34 ANOS,SUPERIOR COMPLETO,3
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,25 A 34 ANOS,SUPERIOR INCOMPLETO,2
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,35 A 44 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,35 A 44 ANOS,SUPERIOR COMPLETO,3
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,35 A 44 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,45 A 59 ANOS,SUPERIOR COMPLETO,11
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,60 A 69 ANOS,SUPERIOR COMPLETO,2
2010,ZZ,ABU DHABI-EAU,29262,1,MASCULINO,70 A 79 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,17 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,18 A 20 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,18 A 20 ANOS,ENSINO MÉDIO COMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,18 A 20 ANOS,SUPERIOR INCOMPLETO,4
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,21 A 24 ANOS,ENSINO MÉDIO COMPLETO,5
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,21 A 24 ANOS,SUPERIOR COMPLETO,4
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,21 A 24 ANOS,SUPERIOR INCOMPLETO,11
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,9
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO INCOMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,25 A 34 ANOS,LÊ E ESCREVE,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,25 A 34 ANOS,SUPERIOR COMPLETO,15
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,25 A 34 ANOS,SUPERIOR INCOMPLETO,7
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,6
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,6
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,35 A 44 ANOS,ENSINO MÉDIO COMPLETO,20
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,35 A 44 ANOS,ENSINO MÉDIO INCOMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,35 A 44 ANOS,SUPERIOR COMPLETO,17
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,35 A 44 ANOS,SUPERIOR INCOMPLETO,5
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,45 A 59 ANOS,ENSINO MÉDIO COMPLETO,24
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,45 A 59 ANOS,ENSINO MÉDIO INCOMPLETO,6
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,45 A 59 ANOS,LÊ E ESCREVE,2
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,45 A 59 ANOS,SUPERIOR COMPLETO,6
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,45 A 59 ANOS,SUPERIOR INCOMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,60 A 69 ANOS,ANALFABETO,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,60 A 69 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,4
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,60 A 69 ANOS,ENSINO MÉDIO COMPLETO,7
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,60 A 69 ANOS,LÊ E ESCREVE,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,60 A 69 ANOS,SUPERIOR COMPLETO,2
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,70 A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,70 A 79 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,70 A 79 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,70 A 79 ANOS,LÊ E ESCREVE,2
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,70 A 79 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,FEMININO,70 A 79 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,18 A 20 ANOS,ENSINO MÉDIO COMPLETO,12
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,18 A 20 ANOS,ENSINO MÉDIO INCOMPLETO,5
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,18 A 20 ANOS,SUPERIOR INCOMPLETO,2
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,21 A 24 ANOS,ENSINO MÉDIO COMPLETO,8
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,21 A 24 ANOS,ENSINO MÉDIO INCOMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,21 A 24 ANOS,LÊ E ESCREVE,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,21 A 24 ANOS,SUPERIOR COMPLETO,4
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,21 A 24 ANOS,SUPERIOR INCOMPLETO,11
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,10
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,25 A 34 ANOS,ENSINO MÉDIO INCOMPLETO,8
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,25 A 34 ANOS,SUPERIOR COMPLETO,10
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,25 A 34 ANOS,SUPERIOR INCOMPLETO,6
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,4
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,35 A 44 ANOS,ENSINO MÉDIO COMPLETO,15
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,35 A 44 ANOS,ENSINO MÉDIO INCOMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,35 A 44 ANOS,SUPERIOR COMPLETO,10
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,35 A 44 ANOS,SUPERIOR INCOMPLETO,6
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,45 A 59 ANOS,ENSINO MÉDIO COMPLETO,7
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,45 A 59 ANOS,SUPERIOR COMPLETO,8
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,45 A 59 ANOS,SUPERIOR INCOMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,60 A 69 ANOS,ANALFABETO,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,60 A 69 ANOS,ENSINO MÉDIO COMPLETO,3
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,60 A 69 ANOS,LÊ E ESCREVE,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,60 A 69 ANOS,SUPERIOR COMPLETO,4
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,70 A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,70 A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,70 A 79 ANOS,ENSINO MÉDIO COMPLETO,2
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,70 A 79 ANOS,LÊ E ESCREVE,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,70 A 79 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,AMÃ-JORD,29289,1,MASCULINO,SUPERIOR A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,21 A 24 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,25 A 34 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,25 A 34 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,35 A 44 ANOS,ANALFABETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,35 A 44 ANOS,SUPERIOR COMPLETO,4
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,45 A 59 ANOS,ANALFABETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,45 A 59 ANOS,ENSINO MÉDIO COMPLETO,2
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,45 A 59 ANOS,SUPERIOR COMPLETO,4
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,60 A 69 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,SUPERIOR A 79 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,FEMININO,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,MASCULINO,16 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,MASCULINO,18 A 20 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,MASCULINO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,MASCULINO,35 A 44 ANOS,SUPERIOR COMPLETO,2
2010,ZZ,ANCARA-TURQ,29297,1,MASCULINO,35 A 44 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,MASCULINO,45 A 59 ANOS,SUPERIOR COMPLETO,3
2010,ZZ,ANCARA-TURQ,29297,1,MASCULINO,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ANCARA-TURQ,29297,1,MASCULINO,70 A 79 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ARGEL-ARGL,29300,1,FEMININO,25 A 34 ANOS,SUPERIOR COMPLETO,2
2010,ZZ,ARGEL-ARGL,29300,1,FEMININO,25 A 34 ANOS,SUPERIOR INCOMPLETO,3
2010,ZZ,ARGEL-ARGL,29300,1,FEMININO,35 A 44 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ARGEL-ARGL,29300,1,FEMININO,45 A 59 ANOS,ENSINO MÉDIO INCOMPLETO,2
2010,ZZ,ARGEL-ARGL,29300,1,FEMININO,45 A 59 ANOS,SUPERIOR COMPLETO,2
2010,ZZ,ARGEL-ARGL,29300,1,FEMININO,60 A 69 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ARGEL-ARGL,29300,1,MASCULINO,25 A 34 ANOS,SUPERIOR COMPLETO,2
2010,ZZ,ARGEL-ARGL,29300,1,MASCULINO,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,ARGEL-ARGL,29300,1,MASCULINO,35 A 44 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ARGEL-ARGL,29300,1,MASCULINO,45 A 59 ANOS,ENSINO MÉDIO COMPLETO,3
2010,ZZ,ARGEL-ARGL,29300,1,MASCULINO,45 A 59 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ARGEL-ARGL,29300,1,MASCULINO,45 A 59 ANOS,SUPERIOR COMPLETO,9
2010,ZZ,ARGEL-ARGL,29300,1,MASCULINO,60 A 69 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ARGEL-ARGL,29300,1,MASCULINO,60 A 69 ANOS,SUPERIOR COMPLETO,3
2010,ZZ,ARGENTINA,11142,6,FEMININO,25 A 34 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ARGENTINA,11142,6,FEMININO,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
2010,ZZ,ARGENTINA,11142,6,MASCULINO,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,ARGENTINA,11142,6,MASCULINO,45 A 59 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ARGENTINA,11142,6,MASCULINO,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ARGENTINA,11142,6,MASCULINO,70 A 79 ANOS,ENSINO MÉDIO COMPLETO,1
2010,ZZ,ARGENTINA,11142,6,MASCULINO,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,16 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,17 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,18 A 20 ANOS,ENSINO MÉDIO COMPLETO,4
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,18 A 20 ANOS,ENSINO MÉDIO INCOMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,18 A 20 ANOS,SUPERIOR COMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,18 A 20 ANOS,SUPERIOR INCOMPLETO,5
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,ENSINO MÉDIO COMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,ENSINO MÉDIO COMPLETO,6
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,ENSINO MÉDIO COMPLETO,6
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,ENSINO MÉDIO INCOMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,ENSINO MÉDIO INCOMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,ENSINO MÉDIO INCOMPLETO,4
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,SUPERIOR INCOMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,SUPERIOR INCOMPLETO,10
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,21 A 24 ANOS,SUPERIOR INCOMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,10
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,6
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO COMPLETO,9
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO INCOMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO INCOMPLETO,5
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,ENSINO MÉDIO INCOMPLETO,6
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,LÊ E ESCREVE,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,LÊ E ESCREVE,1
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,LÊ E ESCREVE,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,SUPERIOR COMPLETO,23
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,SUPERIOR COMPLETO,5
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,SUPERIOR COMPLETO,5
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,SUPERIOR INCOMPLETO,15
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,SUPERIOR INCOMPLETO,17
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,25 A 34 ANOS,SUPERIOR INCOMPLETO,23
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,5
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,5
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO MÉDIO COMPLETO,11
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO MÉDIO COMPLETO,16
2010,ZZ,ASSUNÇÃO-PARG,29327,1,FEMININO,35 A 44 ANOS,ENSINO MÉDIO COMPLETO,8
